title,creators,year_or_source,source_queries_matched,permalink
The “Courage Companion” – An AI-Supported Environment for Training Teenagers in Handling Social Media Critically and Responsibly,"Aprin, Farbod ; Malzahn, Nils ; Lomonaco, Francesco ; Donabauer, Gregor ; Ognibene, Dimitri ; Kruschwitz, Udo ; Hernández-Leo, Davinia ; Fulantelli, Giovanni ; Hoppe, H. Ulrich; Fulantelli, Giovanni ; Burgos, Daniel ; Casalino, Gabriella ; Cimitile, Marta ; Lo Bosco, Giosuè ; Taibi, Davide","Higher Education Learning Methodologies and Technologies Online, 2023, p.395-406",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_books_10_1007_978_3_031_29800_4_30
"What constitutes Software?: An Empirical, Descriptive Study of Artifacts","Pfeiffer, Rolf-Helge","2020 IEEE/ACM 17th International Conference on Mining Software Repositories (MSR), 2020, p.481-491",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3379597_3387442
Morphological and genetic polymorphisms in Rhipicephalus sanguineus (Latreille 1806) from the Iberian Peninsula,"Rosa, F. ; Caeiro, M. F. ; Carvalho, M. ; Dias, D. ; Pina-Martins, F.","Parasitology research (1987), 2025-09, Vol.124 (9), p.105-105, Article 105",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3257254639
On automated RBAC assessment by constructing a centralized perspective for microservice mesh,"Das, Dipta ; Walker, Andrew ; Bushong, Vincent ; Svacina, Jan ; Cerny, Tomas ; Matyas, Vashek","PeerJ. Computer science, 2021-02, Vol.7, p.e376, Article e376",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2508896504
MicroRec: Leveraging Large Language Models for Microservice Recommendation,"Alsayed, Ahmed Saeed ; Dam, Hoa Khanh ; Nguyen, Chau","Proceedings (IEEE/ACM International Conference on Mining Software Repositories. Online), 2024, p.419-430",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643991_3644916
"You Name It, I Run It: An LLM Agent to Execute Tests of Arbitrary Projects","Bouzenia, Islem ; Pradel, Michael","Proceedings of the ACM on software engineering, 2025-06, Vol.2 (ISSTA), p.1054-1076, Article ISSTA047",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3728922
OmniGIRL: A Multilingual and Multimodal Benchmark for GitHub Issue Resolution,"Guo, Lianghong ; Tao, Wei ; Jiang, Runhan ; Wang, Yanlin ; Chen, Jiachi ; Liu, Xilin ; Ma, Yuchi ; Mao, Mingzhi ; Zhang, Hongyu ; Zheng, Zibin","Proceedings of the ACM on software engineering, 2025-06, Vol.2 (ISSTA), p.24-46, Article ISSTA002",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_primary_3728871
R-Visor: An Extensible Dynamic Binary Instrumentation and Analysis Framework for Open Instruction Set Architectures,"Kayang, Edwin ; Paul, Mishel Jyothis ; Jahns, Eric ; Ozmen, Muslum Ozgur ; Stojkov, Milan ; Rudd, Kevin ; Kinsy, Michel A.","Proceedings of the 26th ACM SIGPLAN/SIGBED International Conference on Languages, Compilers, and Tools for Embedded Systems, 2025, p.158-169",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3735452_3735522
Who's Breaking the Rules? Studying Conformance to the HTTP Specifications and its Security Impact,"Rautenstrauch, Jannis ; Stock, Ben","Proceedings of the 19th ACM Asia Conference on Computer and Communications Security, 2024, p.843-855",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3634737_3637678
Highlighting PARCOACH Improvements on MBI,"Virouleau, Philippe ; Saillard, Emmanuelle ; Sergent, Marc ; Lemarinier, Pierre","Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, 2023, p.238-241",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3624062_3624093
IEEE CEDA DATC: Expanding Research Foundations for IC Physical Design and ML-Enabled EDA,"Jung, Jinwook ; Kahng, Andrew B. ; Varadarajan, Ravi ; Wang, Zhiang","2022 IEEE/ACM International Conference On Computer Aided Design (ICCAD), 2022, p.1-8",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3508352_3561379
Container Hardening Through Automated Seccomp Profiling,"Lopes, Nuno ; Martins, Rolando ; Correia, Manuel Eduardo ; Serrano, Sérgio ; Nunes, Francisco","Proceedings of the 2020 6th International Workshop on Container Technologies and Container Clouds, 2020, p.31-36",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3429885_3429966_brief
A one-for-all and o(v log(v ))-cost solution for parallel merge style operations on sorted key-value arrays,"Wang, Bangyan ; Deng, Lei ; Sun, Fei ; Dai, Guohao ; Liu, Liu ; Wang, Yu ; Xie, Yuan","Proceedings of the 27th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, 2022, p.669-682",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3503222_3507728
Method for Continuous Integration and Deployment Using a Pipeline Generator for Agile Software Projects,"Donca, Ionut-Catalin ; Stan, Ovidiu Petru ; Misaros, Marius ; Gota, Dan ; Miclea, Liviu","Sensors (Basel, Switzerland), 2022-06, Vol.22 (12), p.4637",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2681037570
Machine Learning Enhanced Quantum-Safe Encryption: A Novel Optimisation Framework,"Ahmad, Rizwan ; Hossain, Md Akbar ; Mollick, Tajrian ; Sabuj, Saifur Rahman","Sensors (Basel, Switzerland), 2026-05, Vol.26 (10), p.3226",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_13210491
Quarkus: Get started with Kubernetes-native Java,"Tyson, Matthew","InfoWorld.com, 2021-10",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2580186168
geneshot: gene-level metagenomics identifies genome islands associated with immunotherapy response,"Minot, Samuel S. ; Barry, Kevin C. ; Kasman, Caroline ; Golob, Jonathan L. ; Willis, Amy D.","Genome Biology, 2021-05, Vol.22 (1), p.135-135, Article 135",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2522620570
Software Defect Prediction With Quantum‐Inspired Feature Selection,"Uddin, Mohammad Salah","Applied computational intelligence and soft computing, 2026-01, Vol.2026 (1)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_01b16f07ce0048cf8951d521a959a61f
What’s new in Kubernetes 1.22,"Yegulalp, Serdar","InfoWorld.com, 2021-08",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2558265928
What is Docker? The spark for the container revolution,"Yegulalp, Serdar","InfoWorld.com, 2021-08",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2557306926
Research Code Sharing in Support of Gold Standard Science,"Klonoff, David C. ; Espinoza, Juan ; Mader, Julia K. ; Heinemann, Lutz ; Cobelli, Claudio ; Kerr, David ; Kovatchev, Boris ; Najafi, Bijan ; Prahalad, Priya ; Zheng, Yaguang ; Shao, Mandy M. ; Scheideman, Agatha F. ; DuNova, Ashley Y. ; Kohn, Michael ; Umpierrez, Guillermo E. ; Wong, Tien Y. ; Abdel Malek, Aiman ; Agus, Michael S. D. ; Ahn, David T. ; AlSaad, Rawan ; Al-Sofiani, Mohammed E. ; Armstrong, David ; Arnold, Mark A. ; Bee, Yong Mong ; Bequette, B. Wayne ; Bellazzi, Riccardo ; Cengiz, Eda ; Chase, J. Geoffrey ; Chen, Haipeng ; Chen, Jake Y. ; Cichosz, Simon L. ; Cinar, Ali ; Clements, Mark A. ; Close, Kelly L. ; Cuadros, Jorge ; Contreras, Ivan ; Datta, Gora ; Dhatariya, Ketan ; Doyle, Francis J. ; Drincic, Andjela ; Facchinetti, Andrea ; Fleming, G. Alexander ; Foreman, Joshua ; Gabbay, Monica A. L. ; Gutierrez-Osuna, Ricardo ; Healey, Elizabeth ; Hoang, Thanh D. ; Jacobs, Peter G. ; Kulzer, Bernhard ; La Belle, Jeff ; Lee, Aaron Y. ; Lee, Cecilia S. ; Lee, Wei-An ; Liepmann, Dorian ; Maahs, David ; Mathioudakis, Nestoras ; Meo, Sultan A. ; Metwally, Ahmed A. ; Misra, Shivani ; Mohan, Viswanathan ; Moon, Sun-Joon ; Raeder, Helge ; Rhee, Connie ; Rhee, Eun-Jung ; Scheinker, David ; Shah, Viral N. ; Sheng, Bin ; Snyder, Michael P. ; Sode, Koji ; Spanakis, Elias K. ; Svensson, Jannet ; Vaswani, Nitin ; Vareth, Maryam ; Vehi, Josep ; Wallia, Amisha ; Waki, Kayo ; Wang, Tao ; Williams, Eric ; Wolf, Risa M. ; Wong, Jenise C. ; Yeshiwas, Sewagegn ; Zilbermint, Mihail ; Shah, Shahid N.","Journal of diabetes science and technology, 2026-05, Vol.20 (3), p.609-619",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_12804059
PatchTrack: A comprehensive analysis of ChatGPT’s influence on pull request outcomes,"Ogenrwot, Daniel ; Businge, John","Empirical software engineering : an international journal, 2026-09, Vol.31 (5), p.136, Article 136",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10664_026_10869_5
Vibe Code Bench: Evaluating AI Models on End-to-End Web Application Development,"Tran, Hung ; Nashold, Langston ; Krishnan, Rayan ; Bigeard, Antoine ; Gu, Alex","Proceedings of the ACM Conference on AI and Agentic Systems, 2026, p.514-536",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3786335_3813180
PASTA-4-PHT: a pipeline for automated security and technical audits for the personal health train,"Welten, Sascha ; Kindermann, Karl ; Polat, Ahmet ; Görz, Martin ; Jugl, Maximilian ; Neumann, Laurenz ; Neumann, Alexander ; Lohmöller, Johannes ; Pennekamp, Jan ; Decker, Stefan","BMC medical informatics and decision making, 2026-04, Vol.26 (1), p.127, Article 127",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_b67983795ae84826a4f977079892877d
Validating the knowledge bank approach for personalized prediction of survival in acute myeloid leukemia: a reproducibility study,"Xu, Yujun ; Mansmann, Ulrich","Human genetics, 2022-09, Vol.141 (9), p.1467-1480",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2699832864
CNSD-Par: container network isolation scheme based on behavioral similarity,"He, Xinfeng ; Miao, Ruifeng","The Journal of supercomputing, 2025-06, Vol.81 (8), p.865, Article 865",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3257111371
DOJO: Applied Cybersecurity Education in the Browser,"Nelson, Connor ; Shoshitaishvili, Yan","Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1, 2024, p.930-936",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3626252_3630836_brief
Toward practical transparent verifiable and long-term reproducible research using Guix,"Vallet, Nicolas ; Michonneau, David ; Tournier, Simon","Scientific data, 2022-10, Vol.9 (1), p.597-9, Article 597",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_da7e7c2847ed45ada5ad97d82cb94d6a
Linux-based IoT Benchmark Generator For Firmware Security Analysis Tools,"de Ruck, Dairo ; Goeman, Victor ; Willocx, Michiel ; Lapon, Jorn ; Naessens, Vincent","Proceedings of the 18th International Conference on Availability, Reliability and Security, 2023, p.1-10",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3600160_3600181_brief
Explodox: unleashing exploit-DB data for automated exploits generation: ExploDox: unleashing Exploit-DB data for automated exploits,"d’Ambrosio, Nicola ; Pacchiano, Vittoria ; Perrone, Gaetano ; Romano, Simon Pietro","Journal of computer virology and hacking techniques, 2026-06, Vol.22 (1)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s11416_026_00617_0
An AI-Enabled Cyber-Resilience Index for Industrial Control Systems: Integrating Regulatory Compliance and Geopolitical Exposure on the NATO-EU Eastern Flank,"Boșcoianu, Mircea ; Samburschii, Veaceslav ; Goga, Alexandru Silviu ; Posa, Marius Viorel","Systems (Basel), 2026-06, Vol.14 (6), p.606",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_19280d7f46964af38a8ce1003c80a6a7
FFIS: Design and Development of a Domestic Fruit Freshness Recognition System,"Liu, Xiayu ; Ke, Zhu ; Ding, Yuanhao ; Tang, Yingshan ; Song, Yuqiang","EAI endorsed transactions on pervasive health and technology, 2026-01, Vol.11",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_4108_eetpht_11_11042
The Small Container: Lightweight Compute for Multi-architecture Cloud-Edge Systems,"Kakati, Sangeeta ; Brorsson, Mats","SN computer science, 2025-12, Vol.6 (8), p.1023",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s42979_025_04603_z
Enhancing Security and Trust in Internet of Things through Meshtastic Protocol Utilising Low-Range Technology,"Messina, Fabrizio ; Santoro, Corrado ; Santoro, Federico Fausto","Electronics (Basel), 2024-03, Vol.13 (6), p.1055",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_infotracacademiconefile_A788246240
Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,"Peng, Yun ; Hu, Ruida ; Wang, Ruoke ; Gao, Cuiyun ; Li, Shuqing ; Lyu, Michael R.","Proceedings / International Conference on Software Engineering, 2024, p.1-12",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10548916
ModuleGuard: Understanding and Detecting Module Conflicts in Python Ecosystem,"Zhu, Ruofan ; Wang, Xingyu ; Liu, Chengwei ; Xu, Zhengzi ; Shen, Wenbo ; Chang, Rui ; Liu, Yang","Proceedings / International Conference on Software Engineering, 2024, p.1-12",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10549349
Fostering Trustworthiness of Federated Learning Ecosystem through Realistic Scenarios,"Psaltis, Athanasios ; Zafeirouli, Kassiani ; Leškovský, Peter ; Bourou, Stavroula ; Vásquez-Correa, Juan Camilo ; García-Pablos, Aitor ; Cerezo Sánchez, Santiago ; Dimou, Anastasios ; Patrikakis, Charalampos Z. ; Daras, Petros","Information (Basel), 2023-06, Vol.14 (6), p.342",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_3390_info14060342
Continuously Accelerating Research,"Barr, Earl ; Bell, Jonathan ; Hilton, Michael ; Mechtaev, Sergey ; Timperley, Christopher","IEEE/ACM International Conference on Software Engineering: New Ideas and Emerging Technologies Results (Online), 2023, p.123-128",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE_NIER58687_2023_00028_brief
LPaaS as Micro-Intelligence: Enhancing IoT with Symbolic Reasoning,"Calegari, Roberta ; Ciatto, Giovanni ; Mariani, Stefano ; Denti, Enrico ; Omicini, Andrea","Big data and cognitive computing, 2018-09, Vol.2 (3), p.23",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_802ca2720fd9418e997089d75a3d4760
The design and implementation of the wolfram language compiler,"Dakkak, Abdul ; Wickham-Jones, Tom ; Hwu, Wen-mei","Proceedings of the 18th ACM/IEEE International Symposium on Code Generation and Optimization, 2020, p.212-228",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3368826_3377913
Knowledge-based environment dependency inference for python programs,"Ye, Hongjie ; Chen, Wei ; Dou, Wensheng ; Wu, Guoquan ; Wei, Jun","2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE), 2022, p.1245-1256",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9793962
Sustainable data analysis with Snakemake [version 2; peer review: 2 approved],"Mölder, Felix ; Jablonski, Kim Philipp ; Letcher, Brice ; Hall, Michael B ; Tomkins-Tinch, Christopher H ; Sochat, Vanessa ; Forster, Jan ; Lee, Soohyun ; Twardziok, Sven O ; Kanitz, Alexander ; Wilm, Andreas ; Holtgrewe, Manuel ; Rahmann, Sven ; Nahnsen, Sven ; Köster, Johannes","F1000 research, 2021, Vol.10, p.33",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_12688_f1000research_29032_2
"Noise and neglect: Social-media signals expose attention gaps for dengue, chikungunya, lymphatic filariasis and kala-azar in India’s vector-borne NTDs","Konhar, Ruchishree ; Lalsanga, James K. ; Biswal, Devendra Kumar","PLoS neglected tropical diseases, 2026-03, Vol.20 (3), p.e0013378",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_12998809
Simultaneous repression of multiple bacterial genes using nonrepetitive extra-long sgRNA arrays,"Reis, Alexander C. ; Halper, Sean M. ; Vezeau, Grace E. ; Cetnar, Daniel P. ; Hossain, Ayaan ; Clauer, Phillip R. ; Salis, Howard M.","Nature biotechnology, 2019-11, Vol.37 (11), p.1294-1301",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_businessinsightsgauss_A604932806
ACbot: an IIoT platform for industrial robots,"WANG, Rui ; MOU, Xudong ; WO, Tianyu ; ZHANG, Mingyang ; LIU, Yuxin ; WANG, Tiejun ; LIU, Pin ; YAN, Jihong ; LIU, Xudong","Frontiers of Computer Science, 2025-04, Vol.19 (4), p.194203, Article 194203",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1007_s11704_024_3449_x
A Semantic Learning-Based SQL Injection Attack Detection Technology,"Lu, Dongzhe ; Fei, Jinlong ; Liu, Long","Electronics (Basel), 2023-03, Vol.12 (6), p.1344",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_infotracacademiconefile_A743763495
Cross: a cloud-native approach to automated remediation and self-healing in cyber-physical systems,"Johnphill, Obinna ; Sadiq, Ali Safaa ; Kaiwartya, Omprakash ; Taheir, Mohammed Adam","Cybersecurity (Singapore), 2026-12, Vol.9 (1), p.124, Article 124",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1186_s42400_026_00549_8
Analysis and Interpretation of metagenomics data: an approach,"Navgire, Gauri S. ; Goel, Neha ; Sawhney, Gifty ; Sharma, Mohit ; Kaushik, Prashant ; Mohanta, Yugal Kishore ; Mohanta, Tapan Kumar ; Al-Harrasi, Ahmed","Biological procedures online, 2022-11, Vol.24 (1), p.18-22, Article 18",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_4cc69d1fac4e45559f6c2eb3c1d88393
From Ahead-of- to Just-in-Time and Back Again: Static Analysis for Unix Shell Programs,"Lazarek, Lukas ; Jung, Seong-Heon ; Lamprou, Evangelos ; Li, Zekai ; Narsipur, Anirudh ; Zhao, Eric ; Greenberg, Michael ; Kallas, Konstantinos ; Mamouras, Konstantinos ; Vasilakis, Nikos","Proceedings of the 2025 Workshop on Hot Topics in Operating Systems, 2025, p.88-95",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3713082_3730395
"Design, Containerization and Performance of Distributed Evolutionary Computation","Zenisek, Jan ; Bachinger, Florian ; Haider, Christian ; Holzinger, Florian ; Neuhauser, Philipp ; Pitzer, Erik ; Wagner, Stefan ; Affenzeller, Michael","Proceedings of the Genetic and Evolutionary Computation Conference Companion, 2025, p.2081-2089",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3712255_3734295_brief
