Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
DESIGN OF A SERVERLESS OGC WPS BASED GEOPROCESSING SERVICE SOLUTION,,"Pakdil, M. E. ; Çelik, R. N.",,"International archives of the photogrammetry, remote sensing and spatial information sciences., 2021-12, Vol.XLVI-4/W5-2021, p.425-430",,Algorithms ; Big data ; Cloud computing ; Computer architecture ; Consortia ; Data Analysis ; Design ; Geographic information systems ; Geospatial data ; Internet of things ; Smart cities ; Statelessness ; System design,,,"Geospatial data and related technologies have increasingly become a crucial part of big data analysis processes and even a prominent player in most of them. Serverless architectures have become today's trending and widely used technology within the cloud computing paradigm. In this paper, we review the serverless paradigm advantages over traditional cloud architecture models and infrastructures. Moreover, we examined the deployment of Open Geospatial Consortium (OGC) Web Processing Service (WPS) specification based geoprocessing Application Programming Interface (API) with serverless architecture. In this context, we propose a system design and review it in detail together with the results discussed along with use cases.",,,,,Gottingen: Copernicus GmbH,,,,,Publicly Available Content Database; ProQuest Central; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_5194_isprs_archives_XLVI_4_W5_2021_425_2021
RPCover: Recovering gRPC Dependency in Multilingual Projects,,"Fang, Aoyang ; Zhou, Ruiyu ; Tang, Xiaoying ; He, Pinjia",,"IEEE/ACM International Conference on Automated Software Engineering : [proceedings], 2023, p.1930-1939",,Computer architecture ; Programming languages (Electronic computers) ; Semantics,,,"The advent of microservice architecture has led to a significant shift in the development of service-oriented software. In particular, the use of Remote Procedure Call (RPC), a mode of Inter-Process Communication (IPC) prevalent in microservices, has noticeably increased. To figure out the relationships between services and obtain a high-level understanding of service-oriented software, a line of recent work focuses on the dynamic construction of service call graphs, which relies on the preliminary deployment of services and only captures the calling relationships within a specific time frame. Meanwhile, static methods avoid the need for pre-deployment and often provide a more stable and complete graph compared to dynamic techniques. However, research and practical applications of static call graph construction remain relatively unexplored. This paper introduces RPCover, a novel gRPC dependency recovery framework that facilitates the interconnection of services across various programming languages using their static gRPC calls. In addition, due to the lack of a multilingual microservice benchmark that uses gRPC, we build the first multilingual benchmark RPCoverBench that contains complex gRPC call relations. RPCover has been evaluated on a single language benchmark (DeathStarBench) and our multilingual benchmark (RPCoverBench). The results show that RPCover effectively recovers 99.33% of the use cases of gRPC calls with less than 200% of the overhead compared with a single-language semantic dependency analyzer.",,,,,IEEE,,,,,IEEE Proceedings Order Plans (POP All) 1998-Present,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10298317
Extracting enhanced artificial intelligence model metadata from software repositories,,"Tsay, Jason ; Braz, Alan ; Hirzel, Martin ; Shinnar, Avraham ; Mummert, Todd",,"Empirical software engineering : an international journal, 2022-12, Vol.27 (7), Article 176",,Artificial intelligence ; Computer architecture ; Computer science ; Computer software ; Metadata ; Natural Language Processing ; Software ; Software engineering ; Translators,,,"While artificial intelligence (AI) models have improved at understanding large-scale data, understanding AI models themselves at any scale is difficult. For example, even two models that implement the same network architecture may differ in frameworks, datasets, or even domains. Furthermore, attempting to use either model often requires much manual effort to understand it. As software engineering and AI development share many of the same languages and tools, techniques in mining software repositories should enable more scalable insights into AI models and AI development. However, much of the relevant metadata around models are not easily extractable. This paper (an extension of our MSR 2020 paper) presents a library called AIMMX for AI Model Metadata eXtraction from software repositories into enhanced metadata that conforms to a flexible metadata schema. We evaluated AIMMX against 7,998 open-source models from three sources: model zoos, arXiv AI papers, and state-of-the-art AI papers. We also explored how AIMMX can enable studies and tools to advance engineering support for AI development. As preliminary examples, we present an exploratory analysis for data and method reproducibility over the models in the evaluation dataset and a catalog tool for discovering and managing models. We also demonstrate the flexibility of extracted metadata by using the evaluation dataset in an existing natural language processing (NLP) analysis platform to identify trends in the dataset. Overall, we hope AIMMX fosters research towards better AI development.",,,,,New York: Springer US,,,,,SpringerLink Journals - AutoHoldings; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2715906628
Bionitio: demonstrating and facilitating best practices for bioinformatics command-line software,,"Georgeson, Peter ; Syme, Anna ; Sloggett, Clare ; Chung, Jessica ; Dashnow, Harriet ; Milton, Michael ; Lonsdale, Andrew ; Powell, David ; Seemann, Torsten ; Pope, Bernard",,"Gigascience, 2019-09, Vol.8 (9)",,Bioinformatics ; Computational biology ; Documentation ; Open source software ; Practice Guidelines as Topic ; Public domain ; Software,,,"Bioinformatics software tools are often created ad hoc, frequently by people without extensive training in software development. In particular, for beginners, the barrier to entry in bioinformatics software development is high, especially if they want to adopt good programming practices. Even experienced developers do not always follow best practices. This results in the proliferation of poorer-quality bioinformatics software, leading to limited scalability and inefficient use of resources; lack of reproducibility, usability, adaptability, and interoperability; and erroneous or inaccurate results.
We have developed Bionitio, a tool that automates the process of starting new bioinformatics software projects following recommended best practices. With a single command, the user can create a new well-structured project in 1 of 12 programming languages. The resulting software is functional, carrying out a prototypical bioinformatics task, and thus serves as both a working example and a template for building new tools. Key features include command-line argument parsing, error handling, progress logging, defined exit status values, a test suite, a version number, standardized building and packaging, user documentation, code documentation, a standard open source software license, software revision control, and containerization.
Bionitio serves as a learning aid for beginner-to-intermediate bioinformatics programmers and provides an excellent starting point for new projects. This helps developers adopt good programming practices from the beginning of a project and encourages high-quality tools to be developed more rapidly. This also benefits users because tools are more easily installed and consistent in their usage. Bionitio is released as open source software under the MIT License and is available at https://github.com/bionitio-team/bionitio.",,,,,United States: Oxford University Press,,,,,Academic Search Ultimate [EBSCO]; Oxford Journals Open Access Collection; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1093_gigascience_giz109
"""@alex, this fixes #9"": Analysis of Referencing Patterns in Pull Request Discussions",,"Chopra, Ashish ; Mo, Morgan ; Dodson, Samuel ; Beschastnikh, Ivan ; Fels, Sidney S. ; Yoon, Dongwook",,"Proceedings of the ACM on human-computer interaction, 2021-10, Vol.5 (CSCW2), p.1-25, Article 385",,,,,"Pull Requests (PRs) are a frequently used method for proposing changes to source code repositories. When discussing proposed changes in a PR discussion, stakeholders often reference a wide variety of information objects for establishing shared awareness and common ground. Previous work has not considered how the referential behavior impacts collaborative software development via PRs. This knowledge gap is the major barrier in evaluating the current support for referencing in PRs and improving them. We conducted an explorative analysis of \textasciitilde7K references, collected from 450 public PRs on GitHub, and constructed taxonomies of referent types and expressions. Using our annotated dataset, we identified several patterns in the use of references. Referencing source code elements was prevalent but the authoring interface lacks support for it. Three classes of contextual factors influence referencing behaviors: referent type, discussion thread, and project attributes. Referencing patterns may indicate PR outcomes (e.g., merged PRs frequently reference issues, users, and tests). We conclude with design implications to support more effective referencing in PR discussion interfaces.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3479529
Database Security and Performance: A Case of SQL Injection Attacks Using Docker-Based Virtualisation and Its Effect on Performance,,"Ajasa, Ade Dotun ; Chizari, Hassan ; Alam, Abu",,"Future internet, 2025-04, Vol.17 (4), p.156",,Computer security ; Data integrity ; Database management ; Information technology ; Privacy ; Research ; Software,,,"Modern database systems are critical for storing sensitive information but are increasingly targeted by cyber threats, including SQL injection (SQLi) attacks. This research proposes a robust security framework leveraging Docker-based virtualisation to enhance database security and mitigate the impact of SQLi attacks. A controlled experimental methodology evaluated the framework’s effectiveness using Damn Vulnerable Web Application (DVWA) and Acunetix databases. The findings reveal that Docker significantly reduces the vulnerability to SQLi attacks by isolating database instances, thereby safeguarding user data and system integrity. While Docker introduces a significant increase in CPU utilisation during high-traffic scenarios, the trade-off ensures enhanced security and reliability for real-world applications. This study highlights Docker’s potential as a practical solution for addressing evolving database security challenges in distributed and cloud environments.",,,,,Basel: MDPI AG,,,,,Academic Search Complete; Academic Search Ultimate [EBSCO]; Publicly Available Content Database; ProQuest One Business; ProQuest Central; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3194607002
Functional Networking for Millions of Docker Desktops (Experience Report),,"Madhavapeddy, Anil ; Scott, David J. ; Ferris, Patrick ; Gibb, Ryan T. ; Gazagnaire, Thomas",,"Proceedings of ACM on programming languages, 2025-08, Vol.9 (ICFP), p.597-615, Article 256",,Cloud computing,,,"Docker is a developer tool used by millions of developers to build, share and run software stacks. The Docker Desktop clients for Mac and Windows have long used a novel combination of virtualisation and OCaml unikernels to seamlessly run Linux containers on these non-Linux hosts. We reflect on a decade of shipping this functional OCaml code into production across hundreds of millions of developer desktops, and discuss the lessons learnt from our experiences in integrating OCaml deeply into the container architecture that now drives much of the global cloud. We conclude by observing just how good a fit for systems programming that the unikernel approach has been, particularly when combined with the OCaml module and type system.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3747525
BioInstaller: a comprehensive R package to construct interactive and reproducible biological data analysis applications based on the R platform,,"Li, Jianfeng ; Cui, Bowen ; Dai, Yuting ; Bai, Ling ; Huang, Jinyan",,"PeerJ (San Francisco, CA), 2018-10, Vol.6, p.e5853, Article e5853",,"Bioinformatics ; Computational biology ; Research ; Sequence Analysis, DNA ; Statistics",,,"The increase in bioinformatics resources such as tools/scripts and databases poses a great challenge for users seeking to construct interactive and reproducible biological data analysis applications. Here, we propose an open-source, comprehensive, flexible R package named BioInstaller that consists of the R functions, Shiny application, the HTTP representational state transfer application programming interfaces, and a docker image. BioInstaller can be used to collect, manage and share various types of bioinformatics resources and perform interactive and reproducible data analyses based on the extendible Shiny application with Tom’s Obvious, Minimal Language and SQLite format databases. The source code of BioInstaller is freely available at our lab website, http://bioinfo.rjh.com.cn/labs/jhuang/tools/bioinstaller , the popular package host GitHub, https://github.com/JhuangLab/BioInstaller , and the Comprehensive R Archive Network, https://CRAN.R-project.org/package=BioInstaller . In addition, a docker image can be downloaded from DockerHub ( https://hub.docker.com/r/bioinstaller/bioinstaller ).",,,,,United States: PeerJ. Ltd,,,,,Publicly Available Content Database; ProQuest Central; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_acda3b1ff4e0462f843a7700d3f9ec91
Exploitation of HPC Resources for data intensive sciences,,"Girone, Maria ; Southwick, David ; Khristenko, Viktor ; Medeiros, Miguel F. ; Giordano, Domenico ; Brevik Høgstøyl, Ingvild ; Atzori, Luca",,"EPJ Web of conferences, 2021, Vol.251, p.2042",,Data Collection ; Data processing ; Solenoids,,,"The Large Hadron Collider (LHC) will enter a new phase beginning in 2027 with the upgrade to the High Luminosity LHC (HL-LHC). The increase in the number of simultaneous collisions coupled with a more complex structure of a single event will result in each LHC experiment collecting, storing, and processing exabytes of data per year. The amount of generated and/or collected data greatly outweighs the expected available computing resources. In this paper, we discuss effcient usage of HPC resources as a prerequisite for data-intensive science at exascale. First, we discuss the experience of porting CMS Hadron and Electromagnetic calorimeters reconstruction code to utilize Nvidia GPUs within the DEEP-EST project; second, we look at the tools and their adoption in order to perform benchmarking of a variety of resources available at HPC centers. Finally, we touch on one of the most important aspects of the future of HEP - how to handle the flow of petabytes of data to and from computing facilities, be it clouds or HPCs, for exascale data processing in a flexible, scalable and performant manner. These investigations are a key contribution to technical work within the HPC collaboration among CERN, SKA, GEANT and PRACE.",,,,,Les Ulis: EDP Sciences,,,,,Academic Search Complete; Academic Search Ultimate [EBSCO]; Publicly Available Content Database; ProQuest Central; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1051_epjconf_202125102042
"Robust Cross-Platform Workflows: How Technical and Scientific Communities Collaborate to Develop, Test and Share Best Practices for Data Analysis",,"Möller, Steffen ; Prescott, Stuart W. ; Wirzenius, Lars ; Reinholdtsen, Petter ; Chapman, Brad ; Prins, Pjotr ; Soiland-Reyes, Stian ; Klötzl, Fabian ; Bagnacani, Andrea ; Kalaš, Matúš ; Tille, Andreas ; Crusoe, Michael R.",,"Data science and engineering, 2017-09, Vol.2 (3), p.232-244",,Artificial intelligence ; Bioinformatics ; Biology ; Cloud computing ; Computer science ; Data Analysis ; Data Collection ; Database management ; Physics ; Quality control ; Software ; Workflow,,,"Information integration and workflow technologies for data analysis have always been major fields of investigation in bioinformatics. A range of popular workflow suites are available to support analyses in computational biology. Commercial providers tend to offer prepared applications remote to their clients. However, for most academic environments with local expertise, novel data collection techniques or novel data analysis, it is essential to have all the flexibility of open-source tools and open-source workflow descriptions. Workflows in data-driven science such as computational biology have considerably gained in complexity. New tools or new releases with additional features arrive at an enormous pace, and new reference data or concepts for quality control are emerging. A well-abstracted workflow and the exchange of the same across work groups have an enormous impact on the efficiency of research and the further development of the field. High-throughput sequencing adds to the avalanche of data available in the field; efficient computation and, in particular, parallel execution motivate the transition from traditional scripts and Makefiles to workflows. We here review the extant software development and distribution model with a focus on the role of integration testing and discuss the effect of common workflow language on distributions of open-source scientific software to swiftly and reliably provide the tools demanded for the execution of such formally described workflows. It is contended that, alleviated from technical differences for the execution on local machines, clusters or the cloud, communities also gain the technical means to test workflow-driven interaction across several software packages.",,,,,Berlin/Heidelberg: Springer Berlin Heidelberg,,,,,Springer Nature - Springer Nature Link Journals and eBooks - Fully Open Access; Publicly Available Content Database; ProQuest Central; DOAJ Directory of Open Access Journals; Springer Nature OA Free Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_dc6f615420f949e497aea96eb2551a47
BioInstaller: a comprehensive R package to integrate bioinformatics resources,,"Li, Jianfeng ; Bowen, Cui ; Dai, Yuting ; Bai, Ling ; Huang, Jinyan",,"PeerJ preprints, 2018-09",,Bioinformatics,,,"The number of bioinformatics resources, such as tools/scripts and databases are growing exponentially. This poses a great challenge for users to access, manage, and integrate the corresponding bioinformatics resources. To facilitate the request, we proposed a comprehensive R package, BioInstaller, which includes the R functions, Shiny application, and the HTTP representational state transfer (REST) application programming interfaces (APIs). We also established a community-based configuration pool to collect, access and share bioinformatics resources. The source code of BioInstaller is freely available at our lab website http://bioinfo.rjh.com.cn/labs/jhuang/tools/bioinstaller or popular package host GitHub at: https://github.com/JhuangLab/BioInstaller. Also, a docker image can be downloaded from DockerHub (https://hub.docker.com/r/bioinstaller).",,,,,"San Diego: PeerJ, Inc",,,,,Publicly Available Content Database; ProQuest Central,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2108073884
Running Oracle WebLogic on containers,,"Aparicio Cotarelo, Borja ; Nappi, Antonio ; Gedvilas, Lukas ; Rodriguez Fernández, Luis ; Rizopoulos, Theodoros ; Wiecek, Artur",,"EPJ Web of conferences, 2019, Vol.214, p.7002",,Containers,,,"CERN IT department is providing production services to run containers. Given that, the IT-DB team, responsible to run the Java based platforms, has started a new project to move the WebLogic deployments from virtual or bare metal servers to containers: Docker on Kubernetes allow to improve the overall productivity of the team by reducing both operations time and time-to-delivery. Additionally, this framework allows us deploy our services in a fully-reproducible fashion. The scope of the project goes from the design and production of Docker images, deployment environments based on Kubernetes as well as all procedures and operations including the needed tools to hand over to users the management of their deployed applications. This article illustrates how at CERN we have faced all the technical and design aspects to run it in a production environment. That means the implementation of the solutions needed including monitoring, logging, high availability, security and traceability.",,,,,Les Ulis: EDP Sciences,,,,,Academic Search Complete; Academic Search Ultimate [EBSCO]; Publicly Available Content Database; ProQuest Central; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_df8e4762978e4d00ac697b7716f68a01
A conceptual replication of continuous integration pain points in the context of Travis CI,,"Widder, David Gray ; Hilton, Michael ; Kästner, Christian ; Vasilescu, Bogdan",,"Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering, 2019, p.647-658",,,,,"Continuous integration (CI) is an established software quality assurance practice, and the focus of much prior research with a diverse range of methods and populations. In this paper, we first conduct a literature review of 37 papers on CI pain points. We then conduct a conceptual replication study on results from these papers using a triangulation design consisting of a survey with 132 responses, 12 interviews, and two logistic regressions predicting Travis CI abandonment and switching on a dataset of 6,239 GitHub projects. We report and discuss which past results we were able to replicate, those for which we found conflicting evidence, those for which we did not find evidence, and the implications of these findings.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3338906_3338922
Mitigating Security Issues in GitHub Actions,,"Delicheh, Hassan Onsori ; Mens, Tom",,"2024 IEEE/ACM 4th International Workshop on Engineering and Cybersecurity of Critical Systems and 2024 IEEE/ACM Second International Workshop on Software Vulnerability (EnCyCriS/SVM), 2024, p.6-11",,Access control ; Automation ; Congresses and conventions ; Meetings ; Software ; Training,,,"Collaborative practices have revolutionised the software development process, enabling distributed teams to seamlessly work together. Social coding platforms have integrated CI/CD automation workflows, with GitHub Actions emerging as a prominent automation ecosystem for GitHub repositories. While automation brings efficiency, it also introduces security challenges, often related to software supply chain attacks and workflow misconfigurations. We outline the security issues associated with the software supply chain of GitHub Actions workflows, most notably their reusable Actions and their dependencies. We also explore the security risks associated with misconfigurations of repositories and workflows, such as poor permission management, command injection, and credential exposure. To mitigate these risks we suggest practical remediations, including dependency and security monitoring, pinning Actions, strict access control, verified creator practices, secret scanning tools, raising awareness, and training. In doing so, we provide valuable insights on the need to integrate security seamlessly into the automated collaborative software development processes. To enhance the security of workflow automation within GitHub repositories we encourage a proactive approach and advocate for the adoption of best practices.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643662_3643961
Approximate approximation on a quantum annealer,,"Sax, Irmi ; Feld, Sebastian ; Zielinski, Sebastian ; Gabor, Thomas ; Linnhoff-Popien, Claudia ; Mauerer, Wolfgang",,"Proceedings of the 17th ACM International Conference on Computing Frontiers, 2020, p.108-117",,,,,"Many problems of industrial interest are NP-complete, and quickly exhaust resources of computational devices with increasing input sizes. Quantum annealers (QA) are physical devices that aim at this class of problems by exploiting quantum mechanical properties of nature. However, they compete with efficient heuristics and probabilistic or randomised algorithms on classical machines that allow for finding approximate solutions to large NP-complete problems.
While first implementations of QA have become commercially available, their practical benefits are far from fully explored. To the best of our knowledge, approximation techniques have not yet received substantial attention.
In this paper, we explore how problems' approximate versions of varying degree can be systematically constructed for quantum annealer programs, and how this influences result quality or the handling of larger problem instances on given set of qubits. We illustrate various approximation techniques on both, simulations and real QA hardware, on different seminal problems, and interpret the results to contribute towards a better understanding of the real-world power and limitations of current-state and future quantum computing.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3387902_3392635
Preventing server-side request forgery attacks,,"Jabiyev, Bahruz ; Mirzaei, Omid ; Kharraz, Amin ; Kirda, Engin",,"Proceedings of the 36th Annual ACM Symposium on Applied Computing, 2021, p.1626-1635",,,,,"In today's web, it is not uncommon for web applications to take a complete URL as input from users. Usually, once the web application receives a URL, the server opens a connection to it. However, if the URL points to an internal service and the server still makes the connection, the server becomes vulnerable to Server-Side Request Forgery (SSRF) attacks. These attacks can be highly destructive when they exploit internal services. They are equally destructive and need much less effort to succeed if the server is hosted in a cloud environment. Therefore, with the growing use of cloud computing, the threat of SSRF attacks is becoming more serious.
In this paper, we present a novel defense approach to protect internal services from SSRF attacks. Our analysis of more than 60 SSRF vulnerability reports shows that developers' awareness about this vulnerability is generally limited. Therefore, coders usually have flaws in their defenses. Even when these defenses have no flaws, they are usually still affected by important security and functionality limitations. In this work, we develop a prototype based on the proposed approach by extending the functionality of a popular reverse proxy application and deploy a set of vulnerable web applications with that prototype. We demonstrate how SSRF attacks on these applications, with almost no loss of performance, are prevented.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3412841_3442036_brief
Are Your Epochs Too Epic? Batch Free Can Be Harmful,,"Kim, Daewoo ; Brown, Trevor ; Singh, Ajay",,"Proceedings of the 29th ACM SIGPLAN Annual Symposium on Principles and Practice of Parallel Programming, 2024, p.30-41",,,,,"Epoch based memory reclamation (EBR) is one of the most popular techniques for reclaiming memory in lock-free and optimistic locking data structures, due to its ease of use and good performance in practice. However, EBR is known to be sensitive to thread delays, which can result in performance degradation. Moreover, the exact mechanism for this performance degradation is not well understood.
This paper illustrates this performance degradation in a popular data structure benchmark, and does a deep dive to uncover its root cause---a subtle interaction between EBR and state of the art memory allocators. In essence, modern allocators attempt to reduce the overhead of freeing by maintaining bounded thread caches of objects for local reuse, actually freeing them (a very high latency operation) only when thread caches become too large. EBR immediately bypasses these mechanisms whenever a particularly large batch of objects is freed, substantially increasing overheads and latencies. Beyond EBR, many memory reclamation algorithms, and data structures, that reclaim objects in large batches suffer similar deleterious interactions with popular allocators.
We propose a simple algorithmic fix for such algorithms to amortize the freeing of large object batches over time, and apply this technique to ten existing memory reclamation algorithms, observing performance improvements for nine out of ten, and over 50% improvement for six out of ten in experiments on a high performance lock-free ABtree. We also present an extremely simple token passing variant of EBR and show that, with our fix, it performs 1.5--2.6× faster than the fastest known memory reclamation algorithm, and 1.2--1.5× faster than not reclaiming at all, on a 192 thread four socket Intel system.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3627535_3638491
Survey of adaptive containerization architectures for HPC,,"Mujkanovic, Nina ; Durillo, Juan J. ; Hammer, Nicolay ; Müller, Tiziano",,"Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, 2023, p.165-176",,,,,"Containers offer an array of advantages that benefit research reproducibility and portability. As container tools mature, container security improves, and high-performance computing (HPC) and cloud system tools converge, supercomputing centers are increasingly integrating containers into their workflows. Despite this, most research into containers remains focused on cloud environments.
We consider an adaptive containerization architecture approach, in which each component chosen represents the tool best adapted to the given system and site requirements, with a focus on accelerating the deployment of applications and workflows on HPC systems using containers. To this end, we discuss the HPC specific requirements regarding container tools, and analyze the entire containerization stack, including container engines and registries, in-depth. Finally, we consider various orchestrator and HPC workload manager integration scenarios, including Workload Manager (WLM) in Kubernetes, Kubernetes in WLM, and bridged scenarios. We present a proof-of-concept approach to a Kubernetes Agent in a WLM allocation.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3624062_3624588
Why Johnny Can’t Use Secure Docker Images: Investigating the Usability Challenges in Using Docker Image Vulnerability Scanners through Heuristic Evaluation,,"Kim, Taeyoung ; Park, Seonhye ; Kim, Hyoungshick",,"Proceedings of the 26th International Symposium on Research in Attacks, Intrusions and Defenses, 2023, p.669-685",,,,,"This paper explores the usability of Docker Image Vulnerability Scanners (DIVSes) through heuristic evaluations. Docker simplifies the process of software development, distribution, deployment, and execution by providing a container-based execution environment. However, vulnerabilities in Docker images can pose security risks to containers. To mitigate this, DIVSes are crucial in helping developers identify and address these vulnerabilities in the software packages and libraries within Docker images. Despite their importance, research on the usability of DIVSes has been limited. To address this gap, we developed 11 customized heuristics and applied them to three widely-used DIVSes (Grype, Trivy, and Snyk). Our evaluations revealed 239 usability issues within the tools evaluated. Our findings highlight that the evaluated DIVSes do not provide sufficient information to comprehend the risks associated with identified vulnerabilities, prioritize them, or effectively fix them. Our study offers valuable insights and practical recommendations for enhancing the usability of DIVSes, making it easier for developers to identify and address vulnerabilities in Docker images.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3607199_3607244_brief
Supporting micro-services deployment in a safer way: a static analysis and automated rewriting approach,,"Benni, Benjamin ; Mosser, Sébastien ; Collet, Philippe ; Riveill, Michel",,"Proceedings of the 33rd Annual ACM Symposium on Applied Computing, 2018, p.1706-1715",,,,,"The SOA ecosystem has drastically evolved since its childhood in the early 2000s. From monolithic services, micro-services now cooperate together in ultra-large scale systems. In this context, there is a tremendous need to deploy frequently new services, or new version of existing services. Container-based technologies (e.g., Docker) emerged recently to tool such deployments, promoting a black-box reuse mechanism to support off-the-shelf deployments. Unfortunately, from the service deployment point of view, such form of black-box reuse prevent to ensure what is really shipped inside the container with the service to deploy. In this paper, we propose a formalism to model and statically analyze service deployment artifacts based on state of the art deployment platforms. The static analysis mechanism leverages the hierarchy of deployment descriptors to verify a given deployment, as well as rewrite it to automatically fix common errors. The approach is validated through the automation of the guidelines provided by the user community associated to the reference Docker engine, and the analysis of 20,000 real deployment descriptors (hosted on GitHub).",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3167132_3167314
Towards an Ontology-driven Approach to Model and Analyze Microservices Architectures,,"Morais, Gabriel ; Bork, Dominik ; Adda, Mehdi",,"Proceedings of the 13th International Conference on Management of Digital EcoSystems, 2021, p.79-86",,,,,"Microservices Architectures (MSAs) are continuously replacing monolithic systems toward achieving more flexible and maintainable service-oriented software systems. However, the shift toward an MSA also requires a technological and managerial shift for its adopters. Architecting and managing MSAs represent unique challenges, including microservices' identification, interoperability, and reuse. To handle these challenges, we propose an Ontology-driven Conceptual Modelling approach, based on the Ontology of Microservices Architecture Concepts (OMSAC), for modelling and analyzing microservices-based systems. We show, how OMSAC-based conceptual models, stocked in a Stardog triple store, support Stakeholder-specific communication, documentation, and reuse. This paper reports on the application of our approach in three open-source MSA systems with a focus on microservices' discovery based on similarity metrics. Eventually, we compare the extracted similarity metrics derived from the application of machine learning techniques to the OMSAC models with a manual analysis performed by experts.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3444757_3485108_brief
Workflow management for scientific research computing with Tapis Workflows: Architecture and Design Decisions behind Software for Research Computing Pipelines,,"Freeman, Nathan Dean ; Stubbs, Joe ; Cardone, Richard; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP",,"Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-4",,,,,"Developing research computing workflows often demands significant understanding of DevOps tooling and related software design patterns, requiring researchers to spend time learning skills that are often outside of the scope of their domain expertise. In late 2021, we began development of the Tapis Workflows API to address these issues. Tapis Workflows provides researchers with a tool that simplifies the creation of their workflows by abstracting away the complexities of the underlying technologies behind a user-friendly API that integrates with HPC resources available at any institution with a Tapis deployment. Tapis Workflows Beta is slated to be released by the end of April 2022. In this paper, we discuss the high level system architecture of Tapis Workflows, the project structure, terminology and concepts employed in the project, use cases, design and development challenges, and solutions we chose to overcome them.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3535142
