Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
DRMiner: A Tool For Identifying And Analyzing Refactorings In Dockerfile,,"Ksontini, Emna ; Abid, Aycha ; Khalsi, Rania ; Kessentini, Marouane",,"Proceedings (IEEE/ACM International Conference on Mining Software Repositories. Online), 2024, p.584-594",,Containers ; Maintenance ; Navigation ; Reviews ; Semantics (Philosophy) ; Software maintenance,,,"Software containerization using Docker has recently become the de facto standard for delivering reusable software artifacts. Integral to Docker's functionality are Dockerfiles, which serve as scripts that define the layers and components to be incorporated within a container. Although these files serve as the bedrock of container creation, their maintenance presents intricate challenges. Specifically, the task of Dockerfile refactoring is compounded by its inherent complexity. Although the importance of refactoring inside Docker ecosystems is apparent, detecting it remains challenging. Developers usually avoid documenting their refactoring efforts, often combining them with other changes.
While previous research works have delved into Docker refactoring, the predominant focus has been on empirical foundations, resulting in a constrained and narrow viewpoint. Despite all endeavors, there remains a clear gap for an exhaustive tool that can adeptly navigate the complexities of Dockerfile refactoring detection. To fill this gap, we introduce DRMiner, the first tool for identifying and analyzing refactoring in Dockerfile. Our solution, designed, implemented, and evaluated in terms of correctness and generalization, relies on a novel E-AST(Enhanced Abstract Syntax Tree) based component-matching algorithm and a set of detection rules to determine refactoring candidates. This work will serve as a fundamental building block for the refactoring detection in the realm of Docker.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643991_3644921_brief
"Towards Understanding Docker Build Faults in Practice: Symptoms, Root Causes, and Fix Patterns",,"Wu, Yiwen ; Zhang, Yang ; Wang, Tao ; Ding, Bo ; Wang, Huaimin",,"Proceedings of the ACM on software engineering, 2025-06, Vol.2 (FSE), p.868-890, Article FSE040",,,,,"Docker building is a critical component of containerization in modern software development, automating the process of packaging and converting sources into container images. It is not uncommon to find that Docker build faults (DBFs) occur frequently across Docker-based projects, inducing non-negligible costs in development activities. DBF resolution is a challenging problem and previous studies have demonstrated that developers spend non-trivial time in resolving encountered build faults. However, the characteristics of DBFs is still under-investigated, hindering practical solutions to build management in the Docker community. In this paper, to bridge this gap, we present a comprehensive study for understanding the real-world DBFs in practice. We collect and analyze a DBF dataset of 255 issues and 219 posts from GitHub, Stack Overflow, and Docker Forum. We investigate and construct characteristic taxonomies for the DBFs, including 15 symptoms, 23 root causes, and 35 fix patterns. Moreover, we study the fault distributions of symptoms and root causes, in terms of the different build types, i.e., Dockerfile builds and Docker-compose builds. Based on the results, we provide actionable implications and develop a knowledge-based application, which can potentially facilitate research and assist developers in improving the Docker build management.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3715757
Refactorings and technical debt in docker projects: an empirical study,,"Ksontini, Emna ; Kessentini, Marouane ; Ferreira, Thiago do N. ; Hassan, Foyzul",,"IEEE/ACM International Conference on Automated Software Engineering : [proceedings], 2021, p.781-791",,Ciphers ; Classification ; Containers ; Industries ; Maintenance ; Marketing research ; Open source software,,,"Software containers, such as Docker, are recently considered as the mainstream technology of providing reusable software artifacts. Developers can easily build and deploy their applications based on the large number of reusable Docker images that are publicly available. Thus, a current popular trend in industry is to move towards the containerization of their applications. However, container-based projects compromise different components including the Docker and Docker-compose files, and several other dependencies to the source code combining different containers and facilitating the interactions with them. Similar to any other complex systems, container-based projects are prone to various quality and technical debt issues related to different artifacts: Docker and Docker-compose files, and regular source code ones. Unfortunately, there is a gap of knowledge in how container-based projects actually evolve and are maintained.
In this paper, we address the above gap by studying refactorings, i.e., structural changes while preserving the behavior, applied in open-source Docker projects, and the technical debt issues they alleviate. We analyzed 68 projects, consisting of 19,5 MLOC, along with 193 manually examined commits. The results indicate that developers refactor these Docker projects for a variety of reasons that are specific to the configuration, combination and execution of containers, leading to several new technical debt categories and refactoring types compared to existing refactoring domains. For instance, refactorings for reducing the image size of Dockerfiles, improving the extensibility of Docker-compose files, and regular source code refactorings are mainly associated with the evolution of Docker and Docker-compose files. We also introduced 24 new Docker-specific refactorings and technical debt categories, respectively, and defined different best practices. The implications of this study will assist practitioners, tool builders, and educators in improving the quality of Docker projects.",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ASE51524_2021_9678585_brief
An empirical study on self-admitted technical debt in Dockerfiles,,"Azuma, Hideaki ; Matsumoto, Shinsuke ; Kamei, Yasutaka ; Kusumoto, Shinji",,"Empirical software engineering : an international journal, 2022-03, Vol.27 (2), Article 49",,Algorithms ; Classification ; Computer science ; Computer software ; Containers ; Information science ; Open source software ; Public domain ; Software engineering ; Translators,,,"In software development, ad hoc solutions that are intentionally implemented by developers are called self-admitted technical debt (SATD). Because the existence of SATD spreads poor implementations, it is necessary to remove it as soon as possible. Meanwhile, container virtualization has been attracting attention in recent years as a technology to support infrastructure such as servers. Currently, Docker is the de facto standard for container virtualization. In Docker, a file describing how to build a container (Dockerfile) is a set of procedural instructions; thus, it can be considered as a kind of source code. Moreover, because Docker is a relatively new technology, there are few developers who have accumulated good or bad practices for building Docker container. Hence, it is likely that Dockerfiles contain many SATDs, as is the case with general programming language source code analyzed in previous SATD studies. The goal of this paper is to categorize SATDs in Dockerfiles and to share knowledge with developers and researchers. To achieve this goal, we conducted a manual classification for SATDs in Dockerfile. We found that about 3.0% of the comments in Dockerfile are SATD. In addition, we have classified SATDs into five classes and eleven subclasses. Among them, there are some SATDs specific to Docker, such as SATDs for version fixing and for integrity check. The three most common classes of SATD were related to lowering maintainability, testing, and defects.",,,,,New York: Springer US,,,,,ProQuest Central UK/Ireland; SpringerLink Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10664_021_10081_7
Ten simple rules for writing Dockerfiles for reproducible data science,,"Nüst, Daniel ; Sochat, Vanessa ; Marwick, Ben ; Eglen, Stephen J. ; Head, Tim ; Hirst, Tony ; Evans, Benjamin D.",,"PLoS computational biology, 2020-11, Vol.16 (11), p.e1008316",,Algorithms ; Computational biology ; Computer software ; Containers ; Cookbook ; Data Science ; Guidelines as Topic ; Open source software ; Reproducibility of Results ; Research ; Science ; Social sciences ; Software ; Software engineering ; Workflow,,,"Computational science has been greatly improved by the use of containers for packaging software and data dependencies. In a scholarly context, the main drivers for using these containers are transparency and support of reproducibility; in turn, a workflow’s reproducibility can be greatly affected by the choices that are made with respect to building containers. In many cases, the build process for the container’s image is created from instructions provided in a Dockerfile format. In support of this approach, we present a set of rules to help researchers write understandable Dockerfiles for typical data science workflows. By following the rules in this article, researchers can create containers suitable for sharing with fellow scientists, for including in scholarly communication such as education or scientific papers, and for effective and sustainable personal workflows.",,,,,United States: Public Library of Science,,,,,ProQuest Central UK/Ireland; Public Library of Science (PLoS) Journals Open Access; EBSCOhost Academic Search Ultimate; Publicly Available Content Database; EBSCOhost Academic Search Complete; EBSCOhost MEDLINE Complete; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_plos_journals_2479465936
The Naïve Bayes classifier++ for metagenomic taxonomic classification—query evaluation,,"Duan, Haozhe (Neil) ; Hearne, Gavin ; Polikar, Robi ; Rosen, Gail L",,"Bioinformatics (Oxford, England), 2024-12, Vol.41 (1)",,"Algorithms ; Bayes Theorem ; Databases, Genetic ; Software",,,"Motivation
This study examines the query performance of the NBC++ (Incremental Naive Bayes Classifier) program for variations in canonicality, k-mer size, databases, and input sample data size. We demonstrate that both NBC++ and Kraken2 are influenced by database depth, with macro measures improving as depth increases. However, fully capturing the diversity of life, especially viruses, remains a challenge.
Results
NBC++ can competitively profile the superkingdom content of metagenomic samples using a small training database. NBC++ spends less time training and can use a fraction of the memory than Kraken2 but at the cost of long querying time. Major NBC++ enhancements include accommodating canonical k-mer storage (leading to significant storage savings) and adaptable and optimized memory allocation that accelerates query analysis and enables the software to be run on nearly any system. Additionally, the output now includes log-likelihood values for each training genome, providing users with valuable confidence information.
Availability and implementation
Source code and Dockerfile are available at http://github.com/EESI/Naive_Bayes.",,,,,England: Oxford University Press,,,,,Oxford Journals Open Access Collection; EBSCOhost MEDLINE Complete; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_11729721
GitHub’s Super Linter is ‘one linter to rule them all,,"Krill, Paul",,"InfoWorld.com, 2020-06",,,,,,,,,,San Mateo: Foundry,,,,,ProQuest One Business,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2416736728
MetaPalette: a k -mer Painting Approach for Metagenomic Taxonomic Profiling and Quantification of Novel Strain Variation,,"Koslicki, David ; Falush, Daniel",,"mSystems, 2016-05, Vol.1 (3)",,Algorithms ; Classification ; Genomes ; Metagenomics ; Methodology ; Methods ; Organisms ; Phylogeny,,,"Taxonomic profiling is a challenging first step when analyzing a metagenomic sample. This work presents a method that facilitates fine-scale characterization of the presence, abundance, and evolutionary relatedness of organisms present in a given sample but absent from the training database. We calculate a “ k -mer palette” which summarizes the information from all reads, not just those in conserved genes or containing taxon-specific markers. The compositions of palettes are easy to model, allowing rapid inference of community composition. In addition to providing strain-level information where applicable, our approach provides taxonomic profiles that are more accurate than those of competing methods. Metagenomic profiling is challenging in part because of the highly uneven sampling of the tree of life by genome sequencing projects and the limitations imposed by performing phylogenetic inference at fixed taxonomic ranks. We present the algorithm MetaPalette, which uses long k -mer sizes ( k = 30, 50) to fit a k -mer “palette” of a given sample to the k -mer palette of reference organisms. By modeling the k -mer palettes of unknown organisms, the method also gives an indication of the presence, abundance, and evolutionary relatedness of novel organisms present in the sample. The method returns a traditional, fixed-rank taxonomic profile which is shown on independently simulated data to be one of the most accurate to date. Tree figures are also returned that quantify the relatedness of novel organisms to reference sequences, and the accuracy of such figures is demonstrated on simulated spike-ins and a metagenomic soil sample. The software implementing MetaPalette is available at: https://github.com/dkoslicki/MetaPalette . Pretrained databases are included for Archaea , Bacteria , Eukaryota , and viruses. IMPORTANCE Taxonomic profiling is a challenging first step when analyzing a metagenomic sample. This work presents a method that facilitates fine-scale characterization of the presence, abundance, and evolutionary relatedness of organisms present in a given sample but absent from the training database. We calculate a “ k -mer palette” which summarizes the information from all reads, not just those in conserved genes or containing taxon-specific markers. The compositions of palettes are easy to model, allowing rapid inference of community composition. In addition to providing strain-level information where applicable, our approach provides taxonomic profiles that are more accurate than those of competing methods. Author Video : An author video summary of this article is available.",,,,,United States: American Society for Microbiology,,,,,ProQuest Central UK/Ireland; Publicly Available Content Database; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1128_mSystems_00020_16
Detection and Mitigation of Security Threats Using Virtualized Network Functions in Software-Defined Networks,,"Domínguez-Dorado, Manuel ; Calle-Cancho, Jesús ; Galeano-Brajones, Jesús ; Rodríguez-Pérez, Francisco-Javier ; Cortés-Polo, David",,"Applied sciences, 2024-01, Vol.14 (1), p.374",,Algorithms ; Artificial intelligence ; Automation ; Big data ; Communications software ; Computer security ; Detection ; Entropy ; Software ; Stevedores,,,"The evolution of interconnected systems and the evolving demands in service requirements have led to data centers integrating multiple heterogeneous technologies that must coexist. Consequently, the resource management and the security of the infrastructure are becoming more complex than in traditional scenarios. In this context, technologies such as Software-Defined Networking (SDN) or Network Function Virtualization (NFV) are being embraced as mechanisms that facilitate communication management. The integration of both technologies into a single framework, termed Software-Defined NFV (SDNFV) introduces a multitude of tools for managing the security of the data center’s resources. This work delineates the primary characteristics of the evolution of these communication networks and their application to information security and communications within a data center. It presents an illustrative use case demonstrating the application of these next-generation technologies to detect and mitigate a security issue through virtualized network functions deployed in containers.",,,,,Basel: MDPI AG,,,,,ProQuest Central UK/Ireland; Publicly Available Content Database; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_onefilemisc_PPGS_A779132310
"""@alex, this fixes #9"": Analysis of Referencing Patterns in Pull Request Discussions",,"Chopra, Ashish ; Mo, Morgan ; Dodson, Samuel ; Beschastnikh, Ivan ; Fels, Sidney S. ; Yoon, Dongwook",,"Proceedings of the ACM on human-computer interaction, 2021-10, Vol.5 (CSCW2), p.1-25, Article 385",,,,,"Pull Requests (PRs) are a frequently used method for proposing changes to source code repositories. When discussing proposed changes in a PR discussion, stakeholders often reference a wide variety of information objects for establishing shared awareness and common ground. Previous work has not considered how the referential behavior impacts collaborative software development via PRs. This knowledge gap is the major barrier in evaluating the current support for referencing in PRs and improving them. We conducted an explorative analysis of \textasciitilde7K references, collected from 450 public PRs on GitHub, and constructed taxonomies of referent types and expressions. Using our annotated dataset, we identified several patterns in the use of references. Referencing source code elements was prevalent but the authoring interface lacks support for it. Three classes of contextual factors influence referencing behaviors: referent type, discussion thread, and project attributes. Referencing patterns may indicate PR outcomes (e.g., merged PRs frequently reference issues, users, and tests). We conclude with design implications to support more effective referencing in PR discussion interfaces.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3479529
